APT,DATE,ARRS,DEPS,HEAVY,MED,LIGHT
SBBR,2020-10-10,83,98,0,181,0
SBBR,2020-10-11,62,57,0,119,0
SBBR,2020-10-12,106,96,0,202,0
SBBR,2020-10-13,112,110,0,222,0
SBBR,2020-10-14,116,120,0,236,0
SBBR,2020-10-15,115,109,0,224,0
SBBR,2020-10-16,125,124,0,247,2
SBBR,2020-10-17,84,101,0,185,0
SBBR,2020-10-18,76,60,0,136,0
SBBR,2020-10-19,126,125,0,251,0
SBBR,2020-10-20,106,104,0,210,0
SBBR,2020-10-21,112,112,2,220,2
SBBR,2020-10-22,112,112,0,224,0
SBBR,2020-10-23,120,119,0,239,0
SBBR,2020-10-24,77,93,0,170,0
SBBR,2020-10-25,71,51,0,122,0
SBBR,2020-10-26,117,120,0,237,0
SBBR,2020-10-27,104,100,0,204,0
SBBR,2020-10-28,105,105,0,210,0
SBBR,2020-10-29,113,111,0,224,0
SBBR,2020-10-30,116,117,0,232,1
SBBR,2020-10-31,37,57,0,94,0
SBBR,2020-11-01,65,39,0,104,0
SBBR,2020-11-02,109,105,0,214,0
SBBR,2020-11-03,117,121,0,238,0
SBBR,2020-11-04,114,112,0,226,0
SBBR,2020-11-05,118,114,0,232,0
SBBR,2020-11-06,118,122,0,240,0
SBBR,2020-11-07,86,107,0,193,0
SBBR,2020-11-08,77,52,0,129,0
SBBR,2020-11-09,116,119,0,235,0
SBBR,2020-11-10,112,111,0,223,0
SBBR,2020-11-11,106,103,0,209,0
SBBR,2020-11-12,110,109,0,219,0
SBBR,2020-11-13,119,115,NA,NA,NA
SBBR,2020-11-14,87,104,0,191,0
SBBR,2020-11-15,75,60,0,135,0
SBBR,2020-11-16,120,107,0,227,0
SBBR,2020-11-17,110,117,0,227,0
SBBR,2020-11-18,108,105,0,213,0
SBBR,2020-11-19,116,112,0,228,0
SBBR,2020-11-20,115,109,0,224,0
SBBR,2020-11-21,81,102,0,183,0
SBBR,2020-11-22,73,55,0,128,0
SBBR,2020-11-23,122,117,0,239,0
SBBR,2020-11-24,115,122,0,235,2
SBBR,2020-11-25,107,103,0,210,0
SBBR,2020-11-26,112,109,0,221,0
SBBR,2020-11-27,119,113,0,232,0
SBBR,2020-11-28,88,107,0,195,0
SBBR,2020-11-29,74,56,0,130,0
SBBR,2020-11-30,114,110,NA,NA,NA
SBBR,2020-12-01,122,123,0,245,0
SBBR,2020-12-02,126,124,0,250,0
SBBR,2020-12-03,131,130,0,261,0
SBBR,2020-12-04,128,130,0,258,0
SBBR,2020-12-05,101,117,0,218,0
SBBR,2020-12-06,86,67,0,153,0
SBBR,2020-12-07,128,128,0,256,0
SBBR,2020-12-08,130,123,0,253,0
SBBR,2020-12-09,126,122,NA,NA,NA
SBBR,2020-12-10,126,127,0,253,0
SBBR,2020-12-11,133,129,0,262,0
SBBR,2020-12-12,98,117,0,215,0
SBBR,2020-12-13,86,69,0,155,0
SBBR,2020-12-14,128,125,0,253,0
SBBR,2020-12-15,127,125,0,252,0
SBBR,2020-12-16,126,115,0,241,0
SBBR,2020-12-17,131,125,0,256,0
SBBR,2020-12-18,136,134,0,270,0
SBBR,2020-12-19,120,122,0,242,0
SBBR,2020-12-20,111,105,NA,NA,NA
SBBR,2020-12-21,127,120,0,247,0
SBBR,2020-12-22,127,132,0,259,0
SBBR,2020-12-23,130,110,0,240,0
SBBR,2020-12-24,125,133,0,258,0
SBBR,2020-12-25,91,86,0,177,0
SBBR,2020-12-26,113,117,0,230,0
SBBR,2020-12-27,111,108,0,219,0
SBBR,2020-12-28,126,121,0,247,0
SBBR,2020-12-29,128,134,0,262,0
SBBR,2020-12-30,128,130,0,258,0
SBBR,2020-12-31,114,111,2,223,0
SBBR,2021-01-01,82,75,0,157,0
SBBR,2021-01-02,114,118,0,232,0
SBBR,2021-01-03,117,112,0,229,0
SBBR,2021-01-04,129,126,0,255,0
SBBR,2021-01-05,129,126,0,255,0
SBBR,2021-01-06,127,126,0,253,0
SBBR,2021-01-07,131,128,NA,NA,NA
SBBR,2021-01-08,132,128,0,260,0
SBBR,2021-01-09,121,118,0,239,0
SBBR,2021-01-10,113,111,0,224,0
SBBR,2021-01-11,121,114,0,235,0
SBBR,2021-01-12,130,122,0,252,0
SBBR,2021-01-13,122,124,0,246,0
SBBR,2021-01-14,125,126,NA,NA,NA
SBBR,2021-01-15,128,127,0,255,0
SBBR,2021-01-16,122,124,0,246,0
SBBR,2021-01-17,114,106,NA,NA,NA
SBBR,2021-01-18,121,114,0,235,0
SBBR,2021-01-19,118,119,0,237,0
SBBR,2021-01-20,121,116,0,237,0
SBBR,2021-01-21,117,115,0,232,0
SBBR,2021-01-22,124,121,0,245,0
SBBR,2021-01-23,115,119,0,234,0
SBBR,2021-01-24,96,91,0,187,0
SBBR,2021-01-25,118,110,NA,NA,NA
SBBR,2021-01-26,121,129,0,250,0
SBBR,2021-01-27,115,113,0,228,0
SBBR,2021-01-28,121,122,0,243,0
SBBR,2021-01-29,121,114,0,235,0
SBBR,2021-01-30,106,115,0,221,0
SBBR,2021-01-31,94,83,0,177,0
SBBR,2021-02-01,121,112,1,232,0
SBBR,2021-02-02,116,114,0,230,0
SBBR,2021-02-03,96,94,0,190,0
SBBR,2021-02-04,112,109,0,221,0
SBBR,2021-02-05,110,120,1,229,0
SBBR,2021-02-06,92,97,1,188,0
SBBR,2021-02-07,88,72,0,160,0
SBBR,2021-02-08,116,118,0,234,0
SBBR,2021-02-09,111,104,0,215,0
SBBR,2021-02-10,106,98,0,204,0
SBBR,2021-02-11,111,110,0,221,0
SBBR,2021-02-12,121,116,0,237,0
SBBR,2021-02-13,89,100,0,189,0
SBBR,2021-02-14,78,56,1,133,0
SBBR,2021-02-15,87,87,1,173,0
SBBR,2021-02-16,80,75,0,155,0
SBBR,2021-02-17,97,95,0,192,0
SBBR,2021-02-18,95,92,NA,NA,NA
SBBR,2021-02-19,95,90,0,185,0
SBBR,2021-02-20,91,99,0,190,0
SBBR,2021-02-21,85,69,1,153,0
SBBR,2021-02-22,112,111,1,222,0
SBBR,2021-02-23,112,109,0,221,0
SBBR,2021-02-24,98,98,0,196,0
SBBR,2021-02-25,97,101,0,198,0
SBBR,2021-02-26,105,101,0,206,0
SBBR,2021-02-27,90,98,0,188,0
SBBR,2021-02-28,85,69,0,154,0
SBBR,2021-03-01,111,103,0,214,0
SBBR,2021-03-02,109,110,0,219,0
SBBR,2021-03-03,103,102,0,205,0
SBBR,2021-03-04,109,102,NA,NA,NA
SBBR,2021-03-05,106,109,0,215,0
SBBR,2021-03-06,88,92,NA,NA,NA
SBBR,2021-03-07,74,66,0,140,0
SBBR,2021-03-08,96,90,1,185,0
SBBR,2021-03-09,105,109,1,213,0
SBBR,2021-03-10,94,86,0,180,0
SBBR,2021-03-11,100,100,0,200,0
SBBR,2021-03-12,97,100,2,195,0
SBBR,2021-03-13,79,80,0,159,0
SBBR,2021-03-14,63,56,0,119,0
SBBR,2021-03-15,82,76,1,157,0
SBBR,2021-03-16,70,72,1,141,0
SBBR,2021-03-17,67,68,0,135,0
SBBR,2021-03-18,69,72,0,141,0
SBBR,2021-03-19,73,66,NA,NA,NA
SBBR,2021-03-20,60,65,0,125,0
SBBR,2021-03-21,55,40,1,94,0
SBBR,2021-03-22,73,75,1,147,0
SBBR,2021-03-23,63,61,2,122,0
SBBR,2021-03-24,62,60,0,122,0
SBBR,2021-03-25,65,65,0,130,0
SBBR,2021-03-26,65,67,2,130,0
SBBR,2021-03-27,57,66,0,123,0
SBBR,2021-03-28,40,27,1,66,0
SBBR,2021-03-29,58,59,1,116,0
SBBR,2021-03-30,49,47,2,94,0
SBBR,2021-03-31,57,55,0,112,0
SBBR,2021-04-01,73,72,0,145,0
SBBR,2021-04-02,59,55,2,112,0
SBBR,2021-04-03,26,29,0,55,0
SBBR,2021-04-04,41,38,0,79,0
SBBR,2021-04-05,65,74,0,139,0
SBBR,2021-04-06,60,55,0,115,0
SBBR,2021-04-07,57,57,0,114,0
SBBR,2021-04-08,62,61,2,121,0
SBBR,2021-04-09,65,73,4,134,0
SBBR,2021-04-10,46,40,0,86,0
SBBR,2021-04-11,45,47,0,92,0
SBBR,2021-04-12,69,71,0,140,0
SBBR,2021-04-13,64,58,0,122,0
SBBR,2021-04-14,57,61,0,118,0
SBBR,2021-04-15,60,59,0,119,0
SBBR,2021-04-16,67,74,2,139,0
SBBR,2021-04-17,44,43,0,87,0
SBBR,2021-04-18,52,49,0,101,0
SBBR,2021-04-19,61,67,0,128,0
SBBR,2021-04-20,59,51,0,110,0
SBBR,2021-04-21,52,53,0,105,0
SBBR,2021-04-22,48,50,0,98,0
SBBR,2021-04-23,66,71,2,135,0
SBBR,2021-04-24,45,38,2,81,0
SBBR,2021-04-25,44,46,0,90,0
SBBR,2021-04-26,65,67,0,132,0
SBBR,2021-04-27,59,54,0,113,0
SBBR,2021-04-28,54,54,0,108,0
SBBR,2021-04-29,53,52,0,105,0
SBBR,2021-04-30,61,66,0,127,0
SBBR,2021-05-01,58,57,0,115,0
SBBR,2021-05-02,59,61,0,120,0
SBBR,2021-05-03,74,72,0,146,0
SBBR,2021-05-04,66,66,1,131,0
SBBR,2021-05-05,67,69,0,136,0
SBBR,2021-05-06,72,75,0,147,0
SBBR,2021-05-07,81,79,NA,NA,NA
SBBR,2021-05-08,60,58,0,118,0
SBBR,2021-05-09,58,62,0,120,0
SBBR,2021-05-10,79,80,0,159,0
SBBR,2021-05-11,75,72,0,147,0
SBBR,2021-05-12,76,72,0,148,0
SBBR,2021-05-13,75,79,0,154,0
SBBR,2021-05-14,87,88,NA,NA,NA
SBBR,2021-05-15,72,65,0,137,0
SBBR,2021-05-16,66,75,0,141,0
SBBR,2021-05-17,83,82,0,165,0
SBBR,2021-05-18,78,74,0,152,0
SBBR,2021-05-19,71,72,0,143,0
SBBR,2021-05-20,78,84,0,162,0
SBBR,2021-05-21,86,84,NA,NA,NA
SBBR,2021-05-22,74,62,0,135,1
SBBR,2021-05-23,65,75,0,139,1
SBBR,2021-05-24,89,75,0,164,0
SBBR,2021-05-25,81,82,0,163,0
SBBR,2021-05-26,85,83,0,168,0
SBBR,2021-05-27,83,77,0,160,0
SBBR,2021-05-28,93,93,0,186,0
SBBR,2021-05-29,73,74,2,145,0
SBBR,2021-05-30,65,59,0,124,0
SBBR,2021-05-31,89,81,0,170,0
SBBR,2021-06-01,84,85,NA,NA,NA
SBBR,2021-06-02,91,87,0,178,0
SBBR,2021-06-03,89,86,0,175,0
SBBR,2021-06-04,79,79,2,156,0
SBBR,2021-06-05,66,75,0,141,0
SBBR,2021-06-06,69,58,0,127,0
SBBR,2021-06-07,105,106,0,211,0
SBBR,2021-06-08,95,96,0,191,0
SBBR,2021-06-09,99,93,0,192,0
SBBR,2021-06-10,94,92,0,186,0
SBBR,2021-06-11,104,103,0,207,0
SBBR,2021-06-12,78,76,0,154,0
SBBR,2021-06-13,70,63,0,133,0
SBBR,2021-06-14,102,95,0,197,0
SBBR,2021-06-15,95,95,0,190,0
SBBR,2021-06-16,90,91,0,181,0
SBBR,2021-06-17,95,88,2,181,0
SBBR,2021-06-18,99,99,0,198,0
SBBR,2021-06-19,79,80,0,159,0
SBBR,2021-06-20,73,64,2,135,0
SBBR,2021-06-21,98,89,0,187,0
SBBR,2021-06-22,94,94,1,187,0
SBBR,2021-06-23,92,93,0,185,0
SBBR,2021-06-24,95,86,2,179,0
SBBR,2021-06-25,101,108,0,209,0
SBBR,2021-06-26,77,79,0,156,0
SBBR,2021-06-27,72,62,0,134,0
SBBR,2021-06-28,101,98,0,199,0
SBBR,2021-06-29,91,93,0,184,0
SBBR,2021-06-30,89,81,0,170,0
SBBR,2021-07-01,104,104,0,208,0
SBBR,2021-07-02,120,122,0,242,0
SBBR,2021-07-03,101,96,0,197,0
SBBR,2021-07-04,91,82,0,173,0
SBBR,2021-07-05,114,118,0,232,0
SBBR,2021-07-06,111,112,0,223,0
SBBR,2021-07-07,116,117,0,233,0
SBBR,2021-07-08,113,105,0,218,0
SBBR,2021-07-09,124,120,0,244,0
SBBR,2021-07-10,103,109,0,212,0
SBBR,2021-07-11,91,85,0,176,0
SBBR,2021-07-12,124,119,0,243,0
SBBR,2021-07-13,115,119,0,234,0
SBBR,2021-07-14,120,115,0,235,0
SBBR,2021-07-15,119,109,0,228,0
SBBR,2021-07-16,124,124,0,248,0
SBBR,2021-07-17,108,110,0,218,0
SBBR,2021-07-18,93,89,0,182,0
SBBR,2021-07-19,125,121,NA,NA,NA
SBBR,2021-07-20,121,121,NA,NA,NA
SBBR,2021-07-21,120,115,0,235,0
SBBR,2021-07-22,118,124,0,242,0
SBBR,2021-07-23,122,122,NA,NA,NA
SBBR,2021-07-24,102,96,0,198,0
SBBR,2021-07-25,93,94,0,187,0
SBBR,2021-07-26,115,114,0,229,0
SBBR,2021-07-27,113,122,0,235,0
SBBR,2021-07-28,115,115,0,230,0
SBBR,2021-07-29,119,111,0,230,0
SBBR,2021-07-30,126,126,0,252,0
SBBR,2021-07-31,101,104,0,205,0
SBBR,2021-08-01,91,88,2,177,0
SBBR,2021-08-02,120,113,0,233,0
SBBR,2021-08-03,125,119,0,244,0
SBBR,2021-08-04,123,120,0,243,0
SBBR,2021-08-05,126,127,0,253,0
SBBR,2021-08-06,128,125,0,253,0
SBBR,2021-08-07,98,112,0,210,0
SBBR,2021-08-08,93,79,0,172,0
SBBR,2021-08-09,122,118,0,240,0
SBBR,2021-08-10,124,126,0,250,0
SBBR,2021-08-11,124,116,0,240,0
SBBR,2021-08-12,126,131,0,257,0
SBBR,2021-08-13,127,126,0,253,0
SBBR,2021-08-14,99,113,0,212,0
SBBR,2021-08-15,92,80,0,172,0
SBBR,2021-08-16,118,116,0,234,0
SBBR,2021-08-17,122,125,0,247,0
SBBR,2021-08-18,124,121,0,245,0
SBBR,2021-08-19,125,111,0,236,0
SBBR,2021-08-20,129,131,0,260,0
SBBR,2021-08-21,95,103,0,198,0
SBBR,2021-08-22,82,72,0,154,0
SBBR,2021-08-23,119,118,0,237,0
SBBR,2021-08-24,102,99,0,201,0
SBBR,2021-08-25,114,113,0,227,0
SBBR,2021-08-26,112,116,0,228,0
SBBR,2021-08-27,127,127,0,254,0
SBBR,2021-08-28,100,112,0,212,0
SBBR,2021-08-29,93,78,0,171,0
SBBR,2021-08-30,124,119,0,243,0
SBBR,2021-08-31,119,123,0,242,0
SBBR,2021-09-01,133,128,0,261,0
SBBR,2021-09-02,140,141,NA,NA,NA
SBBR,2021-09-03,142,141,0,283,0
SBBR,2021-09-04,111,120,0,231,0
SBBR,2021-09-05,83,74,0,157,0
SBBR,2021-09-06,112,111,0,223,0
SBBR,2021-09-07,128,125,0,253,0
SBBR,2021-09-08,130,129,0,259,0
SBBR,2021-09-09,143,143,0,286,0
SBBR,2021-09-10,140,140,0,280,0
SBBR,2021-09-11,125,127,2,250,0
SBBR,2021-09-12,106,101,0,207,0
SBBR,2021-09-13,136,135,2,269,0
SBBR,2021-09-14,139,135,0,274,0
SBBR,2021-09-15,136,138,0,274,0
SBBR,2021-09-16,140,140,NA,NA,NA
SBBR,2021-09-17,142,146,0,288,0
SBBR,2021-09-18,126,129,0,255,0
SBBR,2021-09-19,103,101,0,204,0
SBBR,2021-09-20,137,138,0,275,0
SBBR,2021-09-21,140,136,0,276,0
SBBR,2021-09-22,137,140,0,277,0
SBBR,2021-09-23,145,140,0,285,0
SBBR,2021-09-24,145,146,NA,NA,NA
SBBR,2021-09-25,125,127,0,252,0
SBBR,2021-09-26,107,100,0,207,0
SBBR,2021-09-27,136,135,0,271,0
SBBR,2021-09-28,142,142,1,283,0
SBBR,2021-09-29,138,137,1,274,0
SBBR,2021-09-30,144,142,0,286,0
SBBR,2021-10-01,138,134,0,272,0
SBBR,2021-10-02,127,129,NA,NA,NA
SBBR,2021-10-03,110,109,0,219,0
SBBR,2021-10-04,137,138,NA,NA,NA
SBBR,2021-10-05,136,127,0,263,0
SBBR,2021-10-06,129,137,NA,NA,NA
SBBR,2021-10-07,142,139,NA,NA,NA
SBBR,2021-10-08,145,143,0,288,0
SBBR,2021-10-09,115,128,1,242,0
SBBR,2021-10-10,85,70,2,153,0
SBBR,2021-10-11,111,113,0,224,0
SBBR,2021-10-12,130,125,0,255,0
SBBR,2021-10-13,136,134,NA,NA,NA
SBBR,2021-10-14,145,136,2,279,0
SBBR,2021-10-15,142,144,0,286,0
SBBR,2021-10-16,127,127,0,254,0
SBBR,2021-10-17,114,111,0,225,0
SBBR,2021-10-18,138,137,0,275,0
SBBR,2021-10-19,139,131,0,270,0
SBBR,2021-10-20,134,138,0,272,0
SBBR,2021-10-21,144,140,0,284,0
SBBR,2021-10-22,142,138,NA,NA,NA
SBBR,2021-10-23,131,136,0,267,0
SBBR,2021-10-24,110,108,0,218,0
SBBR,2021-10-25,140,136,0,276,0
SBBR,2021-10-26,139,136,0,275,0
SBBR,2021-10-27,136,138,NA,NA,NA
SBBR,2021-10-28,140,142,0,282,0
SBBR,2021-10-29,144,143,0,287,0
SBBR,2021-10-30,125,128,0,253,0
SBBR,2021-10-31,100,109,0,209,0
SBBR,2021-11-01,116,109,0,225,0
SBBR,2021-11-02,136,136,NA,NA,NA
SBBR,2021-11-03,139,142,0,281,0
SBBR,2021-11-04,147,147,0,294,0
SBBR,2021-11-05,147,149,0,296,0
SBBR,2021-11-06,137,132,0,269,0
SBBR,2021-11-07,130,124,0,254,0
SBBR,2021-11-08,143,143,0,286,0
SBBR,2021-11-09,141,147,0,288,0
SBBR,2021-11-10,148,141,0,289,0
SBBR,2021-11-11,149,147,0,296,0
SBBR,2021-11-12,148,149,0,297,0
SBBR,2021-11-13,134,137,0,271,0
SBBR,2021-11-14,121,116,NA,NA,NA
SBBR,2021-11-15,118,118,0,236,0
SBBR,2021-11-16,146,142,0,288,0
SBBR,2021-11-17,142,145,0,287,0
SBBR,2021-11-18,147,146,0,293,0
SBBR,2021-11-19,149,149,NA,NA,NA
SBBR,2021-11-20,135,129,0,264,0
SBBR,2021-11-21,129,128,0,257,0
SBBR,2021-11-22,145,141,0,286,0
SBBR,2021-11-23,152,153,0,305,0
SBBR,2021-11-24,144,144,0,288,0
SBBR,2021-11-25,147,146,0,293,0
SBBR,2021-11-26,148,148,0,296,0
SBBR,2021-11-27,132,139,0,270,1
SBBR,2021-11-28,130,123,0,253,0
SBBR,2021-11-29,139,143,0,282,0
SBBR,2021-11-30,143,141,0,284,0
SBBR,2021-12-01,151,145,0,296,0
SBBR,2021-12-02,155,157,0,312,0
SBBR,2021-12-03,155,155,0,310,0
SBBR,2021-12-04,141,146,0,287,0
SBBR,2021-12-05,137,134,0,271,0
SBBR,2021-12-06,154,152,0,306,0
SBBR,2021-12-07,159,155,0,314,0
SBBR,2021-12-08,156,155,0,311,0
SBBR,2021-12-09,157,158,0,315,0
SBBR,2021-12-10,162,161,0,323,0
SBBR,2021-12-11,149,148,0,297,0
SBBR,2021-12-12,142,139,0,281,0
SBBR,2021-12-13,159,148,0,307,0
SBBR,2021-12-14,164,165,0,329,0
SBBR,2021-12-15,159,159,NA,NA,NA
SBBR,2021-12-16,162,157,NA,NA,NA
SBBR,2021-12-17,153,149,NA,NA,NA
SBBR,2021-12-18,145,146,0,291,0
SBBR,2021-12-19,148,138,0,286,0
SBBR,2021-12-20,154,153,0,307,0
SBBR,2021-12-21,157,159,0,316,0
SBBR,2021-12-22,153,154,0,307,0
SBBR,2021-12-23,156,153,0,309,0
SBBR,2021-12-24,151,145,NA,NA,NA
SBBR,2021-12-25,108,114,NA,NA,NA
SBBR,2021-12-26,140,141,2,279,0
SBBR,2021-12-27,151,139,0,290,0
SBBR,2021-12-28,151,158,0,309,0
SBBR,2021-12-29,151,152,0,303,0
SBBR,2021-12-30,157,149,0,306,0
SBBR,2021-12-31,143,144,0,287,0
SBBR,2022-01-01,101,96,0,197,0
SBBR,2022-01-02,144,141,0,285,0
SBBR,2022-01-03,149,150,NA,NA,NA
SBBR,2022-01-04,158,153,0,311,0
SBBR,2022-01-05,156,156,0,312,0
SBBR,2022-01-06,156,156,NA,NA,NA
SBBR,2022-01-07,146,149,0,295,0
SBBR,2022-01-08,146,142,0,288,0
SBBR,2022-01-09,140,145,0,285,0
SBBR,2022-01-10,156,147,0,303,0
SBBR,2022-01-11,158,154,0,312,0
SBBR,2022-01-12,146,146,0,292,0
SBBR,2022-01-13,160,152,0,312,0
SBBR,2022-01-14,146,157,0,303,0
SBBR,2022-01-15,143,134,0,277,0
SBBR,2022-01-16,134,127,0,261,0
SBBR,2022-01-17,145,153,0,298,0
SBBR,2022-01-18,154,143,NA,NA,NA
SBBR,2022-01-19,147,153,0,299,1
SBBR,2022-01-20,153,150,0,303,0
SBBR,2022-01-21,152,156,0,308,0
SBBR,2022-01-22,144,140,NA,NA,NA
SBBR,2022-01-23,138,140,NA,NA,NA
SBBR,2022-01-24,147,145,0,292,0
SBBR,2022-01-25,153,149,0,302,0
SBBR,2022-01-26,136,138,0,274,0
SBBR,2022-01-27,150,141,0,290,1
SBBR,2022-01-28,144,149,0,293,0
SBBR,2022-01-29,142,138,0,280,0
SBBR,2022-01-30,138,136,0,274,0
SBBR,2022-01-31,147,147,0,294,0
SBBR,2022-02-01,144,130,0,274,0
SBBR,2022-02-02,130,133,0,263,0
SBBR,2022-02-03,131,125,0,256,0
SBBR,2022-02-04,130,136,0,266,0
SBBR,2022-02-05,118,128,0,245,1
SBBR,2022-02-06,119,103,0,222,0
SBBR,2022-02-07,129,125,NA,NA,NA
SBBR,2022-02-08,138,132,0,270,0
SBBR,2022-02-09,128,132,0,260,0
SBBR,2022-02-10,133,133,0,266,0
SBBR,2022-02-11,135,132,1,266,0
SBBR,2022-02-12,118,128,NA,NA,NA
SBBR,2022-02-13,113,100,1,212,0
SBBR,2022-02-14,134,135,NA,NA,NA
SBBR,2022-02-15,138,134,1,269,2
SBBR,2022-02-16,128,126,2,252,0
SBBR,2022-02-17,136,131,1,266,0
SBBR,2022-02-18,132,134,0,266,0
SBBR,2022-02-19,118,128,0,245,1
SBBR,2022-02-20,116,103,0,219,0
SBBR,2022-02-21,131,129,0,260,0
SBBR,2022-02-22,132,129,0,261,0
SBBR,2022-02-23,122,125,0,246,1
SBBR,2022-02-24,132,125,0,257,0
SBBR,2022-02-25,138,141,0,279,0
SBBR,2022-02-26,119,125,0,244,0
SBBR,2022-02-27,89,82,0,171,0
SBBR,2022-02-28,87,86,0,173,0
SBBR,2022-03-01,119,117,NA,NA,NA
SBBR,2022-03-02,130,133,0,263,0
SBBR,2022-03-03,130,127,NA,NA,NA
SBBR,2022-03-04,117,112,0,229,0
SBBR,2022-03-05,108,121,NA,NA,NA
SBBR,2022-03-06,111,94,0,205,0
SBBR,2022-03-07,128,122,0,250,0
SBBR,2022-03-08,132,136,0,268,0
SBBR,2022-03-09,121,124,0,245,0
SBBR,2022-03-10,132,131,NA,NA,NA
SBBR,2022-03-11,135,137,NA,NA,NA
SBBR,2022-03-12,114,121,0,235,0
SBBR,2022-03-13,107,91,0,198,0
SBBR,2022-03-14,132,131,NA,NA,NA
SBBR,2022-03-15,134,134,0,268,0
SBBR,2022-03-16,120,121,NA,NA,NA
SBBR,2022-03-17,134,130,0,264,0
SBBR,2022-03-18,134,136,NA,NA,NA
SBBR,2022-03-19,111,123,0,234,0
SBBR,2022-03-20,110,92,1,201,0
SBBR,2022-03-21,133,134,NA,NA,NA
SBBR,2022-03-22,127,126,0,253,0
SBBR,2022-03-23,124,123,0,247,0
SBBR,2022-03-24,130,128,0,258,0
SBBR,2022-03-25,135,134,0,269,0
SBBR,2022-03-26,109,120,0,229,0
SBBR,2022-03-27,108,101,0,209,0
SBBR,2022-03-28,140,140,0,280,0
SBBR,2022-03-29,133,131,0,264,0
SBBR,2022-03-30,127,124,0,251,0
SBBR,2022-03-31,135,134,0,269,0
SBBR,2022-04-01,137,133,NA,NA,NA
SBBR,2022-04-02,119,126,0,245,0
SBBR,2022-04-03,111,107,NA,NA,NA
SBBR,2022-04-04,133,129,0,262,0
SBBR,2022-04-05,130,125,NA,NA,NA
SBBR,2022-04-06,122,129,0,251,0
SBBR,2022-04-07,134,127,NA,NA,NA
SBBR,2022-04-08,130,134,0,264,0
SBBR,2022-04-09,121,121,0,242,0
SBBR,2022-04-10,114,107,NA,NA,NA
SBBR,2022-04-11,132,130,0,260,2
SBBR,2022-04-12,133,129,0,262,0
SBBR,2022-04-13,133,134,NA,NA,NA
SBBR,2022-04-14,136,125,0,261,0
SBBR,2022-04-15,96,106,0,202,0
SBBR,2022-04-16,92,93,0,185,0
SBBR,2022-04-17,104,99,0,202,1
SBBR,2022-04-18,113,118,0,230,1
SBBR,2022-04-19,131,125,0,255,1
SBBR,2022-04-20,122,116,0,238,0
SBBR,2022-04-21,110,117,2,225,0
SBBR,2022-04-22,86,89,0,175,0
SBBR,2022-04-23,91,91,0,182,0
SBBR,2022-04-24,107,100,0,207,0
SBBR,2022-04-25,130,126,0,256,0
SBBR,2022-04-26,134,134,0,268,0
SBBR,2022-04-27,130,137,0,267,0
SBBR,2022-04-28,132,127,0,259,0
SBBR,2022-04-29,130,131,0,260,1
SBBR,2022-04-30,113,115,0,228,0
SBBR,2022-05-01,113,106,2,217,0
SBBR,2022-05-02,132,131,NA,NA,NA
SBBR,2022-05-03,138,132,0,270,0
SBBR,2022-05-04,130,131,0,261,0
SBBR,2022-05-05,135,131,0,265,1
SBBR,2022-05-06,139,136,0,274,1
SBBR,2022-05-07,110,120,0,230,0
SBBR,2022-05-08,103,92,0,195,0
SBBR,2022-05-09,131,134,0,264,1
SBBR,2022-05-10,132,133,0,265,0
SBBR,2022-05-11,134,134,0,268,0
SBBR,2022-05-12,135,129,0,264,0
SBBR,2022-05-13,139,141,0,280,0
SBBR,2022-05-14,111,120,NA,NA,NA
SBBR,2022-05-15,106,94,0,200,0
SBBR,2022-05-16,134,134,0,268,0
SBBR,2022-05-17,134,135,NA,NA,NA
SBBR,2022-05-18,135,128,0,263,0
SBBR,2022-05-19,127,130,NA,NA,NA
SBBR,2022-05-20,137,134,NA,NA,NA
SBBR,2022-05-21,109,117,2,224,0
SBBR,2022-05-22,105,100,NA,NA,NA
SBBR,2022-05-23,132,129,NA,NA,NA
SBBR,2022-05-24,135,136,NA,NA,NA
SBBR,2022-05-25,132,128,NA,NA,NA
SBBR,2022-05-26,134,135,NA,NA,NA
SBBR,2022-05-27,136,138,NA,NA,NA
SBBR,2022-05-28,111,123,0,234,0
SBBR,2022-05-29,107,94,NA,NA,NA
SBBR,2022-05-30,135,138,0,273,0
SBBR,2022-05-31,130,127,NA,NA,NA
SBBR,2022-06-01,126,131,NA,NA,NA
SBBR,2022-06-02,123,117,NA,NA,NA
SBBR,2022-06-03,137,133,0,270,0
SBBR,2022-06-04,113,119,0,232,0
SBBR,2022-06-05,108,103,0,210,1
SBBR,2022-06-06,131,133,NA,NA,NA
SBBR,2022-06-07,124,121,0,245,0
SBBR,2022-06-08,130,132,NA,NA,NA
SBBR,2022-06-09,133,132,2,263,0
SBBR,2022-06-10,134,134,0,268,0
SBBR,2022-06-11,112,121,NA,NA,NA
SBBR,2022-06-12,110,98,0,208,0
SBBR,2022-06-13,128,132,NA,NA,NA
SBBR,2022-06-14,139,134,NA,NA,NA
SBBR,2022-06-15,137,134,NA,NA,NA
SBBR,2022-06-16,112,112,0,221,3
SBBR,2022-06-17,81,86,0,167,0
SBBR,2022-06-18,91,95,0,186,0
SBBR,2022-06-19,102,92,0,194,0
SBBR,2022-06-20,128,129,0,257,0
SBBR,2022-06-21,139,135,0,274,0
SBBR,2022-06-22,139,141,0,280,0
SBBR,2022-06-23,132,127,0,259,0
SBBR,2022-06-24,138,134,0,272,0
